,UMLS_CUI,synonyms,root
426,C0400920,"Carrier of viral hepatitis C,Hepatitis C carrier,Hepatitis C carrier (finding)",Hepatitis C carrier
427,C0497481,"Pain in penis,Pain in penis (finding),Penile pain",Pain in penis
428,C0231710,"Buttock pain,Pain in buttock,Pain in buttock (finding),Pygalgia",Pain in buttock
429,C0001925,"Albuminuria,Albuminuria (finding),Albuminuria NOS",Albuminuria
430,C0022871,"Finding of first stage of labor,Finding of first stage of labor (finding),Finding of first stage of labour,First stage of labor,First stage of labor (finding),First stage of labour,Observation of first stage of labor,Observation of first stage of labour",First stage of labor
431,C0457238,"Technically poor CTG,Unsatisfactory CTG tracing,Unsatisfactory cardiotochogram tracing,Unsatisfactory cardiotochogram tracing (finding)",Unsatisfactory cardiotochogram tracing
432,C0151632,"ESR raised,Elevated erythrocyte sedimentation rate,Erythrocyte sedimentation rate (ESR) raised,Erythrocyte sedimentation rate raised,Erythrocyte sedimentation rate raised (finding)",Erythrocyte sedimentation rate raised
433,C0151632,"ESR raised,Elevated erythrocyte sedimentation rate,Erythrocyte sedimentation rate (ESR) raised,Erythrocyte sedimentation rate raised,Erythrocyte sedimentation rate raised (finding)",Elevated erythrocyte sedimentation rate
434,C0221784,"Lesion of vulva,Lesion of vulva (finding)",Lesion of vulva
435,C0023221,"Leg length inequality,Leg length inequality (finding),Lower limb length difference",Leg length inequality
436,C0154729,"Atypical facial pain,Atypical facial pain,Atypical facial pain (finding)",Atypical facial pain
437,C0239652,"Paraesthesia of foot,Paresthesia of foot,Paresthesia of foot (finding)",Paresthesia of foot
438,C1719601,"Gravid uterus size for dates discrepancy,Gravid uterus size for dates discrepancy (finding),Uterine size date discrepancy,Uterine size for dates discrepancy",Gravid uterus size for dates discrepancy
439,C0232257,"SM - Systolic murmur,Systolic murmur,Systolic murmur (finding),Systolic murmur NOS",Systolic murmur
440,C0476250,"Head and neck mass,Mass in head or neck,Mass in head or neck (finding)",Mass in head or neck
441,C0039239,"Sinus tachycardia,Sinus tachycardia (finding)",Sinus tachycardia
442,C0362060,"Legal problem,Legal problem (finding)",Legal problem
443,C1276053,"At risk for deliberate self harm,At risk for deliberate self harm (finding),At risk of DSH - deliberate self harm",At risk for deliberate self harm
444,C1320654,"Already on aspirin,Already on aspirin (finding)",Already on aspirin
445,C0424960,"Family problems,Family problems (finding)",Family problems
446,C0423690,"Facet joint pain,Facet joint pain (finding),Facet joint syndrome",Facet joint pain
447,C0700198,"Aspiration,Pulmonary aspiration,Pulmonary aspiration (finding)",Pulmonary aspiration
448,C0221505,"Lesion of brain,Lesion of brain (finding)",Lesion of brain
449,C0157187,"Elderly primigravida,Elderly primigravida (finding),Elderly primip",Elderly primigravida
450,C0041667,"Patient underweight,Underweight,Underweight,Underweight (finding)",Underweight
451,C0262578,"Cramp in lower leg associated with rest,Cramp in lower leg associated with rest (finding),Night cramps,Nocturnal lower leg cramp,Sleep related lower leg cramp",Cramp in lower leg associated with rest
452,C0033774,"Itch,Itch NOS,Itch of skin,Itch of skin (observable entity),Itching,Itching (finding),Itching of skin,Itching of skin (finding),Itchy,Pruritic dermatitis,Pruritic disorder,Pruritic disorders (disorder),Pruritus,Pruritus,Pruritus - disorder,Pruritus of skin,Pruritus, unspecified",Itching
453,C0241310,"Hypogastric pain,Pain of hypogastrium,Suprapubic pain,Suprapubic pain (finding)",Suprapubic pain
454,C2945606,"Encopresis,Encopresis (finding),encopresis NOS",Encopresis
455,C0236040,"Calf pain,Pain in calf,Pain in calf (finding)",Pain in calf
456,C0549634,"Lipids abnormal,Lipids abnormal (finding)",Lipids abnormal
457,C0451601,"Oral contraceptive prescribed,Oral contraceptive prescribed (finding)",Oral contraceptive prescribed
458,C0577730,"Domestic stress,Family tension,Family tension (finding),Stress at home",Family tension
459,C0038990,"Hidropoiesis,Hidrosis,Perspiration,Sweating,Sweating,Sweating (finding),Sweating observable,Sweating observable (observable entity),Sweating symptom,Sweating symptom (finding),Sweating, function,Sweating, function (observable entity),Sweats",Sweating
460,C2732692,"Multigravida of advanced maternal age,Multigravida of advanced maternal age (finding)",Multigravida of advanced maternal age
461,C0085631,"Agitated,Agitated behavior,Agitated behaviour,Agitation,Feeling agitated,Feeling agitated (finding),Unable to keep still",Feeling agitated
462,C0577053,"Lesion of liver,Lesion of liver (finding)",Lesion of liver
463,C0562383,"Victim of physical abuse,Victim of physical abuse (finding)",Victim of physical abuse
464,C1277629,"Mass of parotid gland,Mass of parotid gland (finding),Parotid lump",Mass of parotid gland
465,C0425775,"Absence of breast,Absence of breast (finding)",Absence of breast
466,C0495194,"Abnormal findings on antenatal screening of mother,Abnormal findings on antenatal screening of mother,Abnormal findings on antenatal screening of mother (disorder),Unspecified abnormal findings on antenatal screening of mother",Abnormal findings on antenatal screening of mother 
467,C0577180,"Lesion of bladder,Lesion of bladder (finding)",Lesion of bladder
468,C1281554,"Colostomy present,Colostomy present (finding)",Colostomy present
469,C2316650,"Chronic facial pain,Chronic pain in face,Chronic pain in face (finding)",Chronic pain in face
470,C0237314,"Irregular heart beat,Irregular heart beat (finding)",Irregular heart beat
471,C0237314,"Irregular heart beat,Irregular heart beat (finding)",Heart irregular
472,C0232292,"Chest tightness,Tight chest,Tight chest (finding)",Tight chest
473,C0581027,"Requires polio vaccination,Requires polio vaccination (finding)",Requires polio vaccination
474,C1279420,"Anxiety neurosis,Anxiety neurosis,Anxiety neurosis (finding)",Anxiety neurosis
475,C0260662,"Auditory alteration,Auditory dysfunction,Auditory dysfunction (disorder),Disorder of auditory system,Disorder of auditory system (disorder),Disorder of hearing,Hearing disorder,Hearing disorder (disorder),Hearing problem,Hearing problem (finding)",Hearing problem
476,C0020672,"Body temperature below normal,Decreased body temperature,Hypothermia,Hypothermia (finding),Hypothermia NOS,State of hypothermia,Temperature subnormal",Hypothermia
477,C0580476,"AST/SGOT level raised,Aspartate aminotransferase/serum glutamic oxaloacetic transaminase level raised,Aspartate aminotransferase/serum glutamic oxaloacetic transaminase level raised (finding)",Aspartate aminotransferase/serum glutamic oxaloacetic transaminase level raised
478,C0085602,"Always thirsty,Cannot stop drinking,Desperate to drink,Drinks a lot - fluids,Drinks continuously,Excessive fluid intake - finding,Excessive thirst,Excessive thirst,Excessive thirst (finding),Finding of excessive fluid intake,Finding of excessive fluid intake (finding),Keen for fluids,Polydipsia",Excessive thirst
479,C0016204,"Flatulence,Flatulence,Flatulence symptom,Flatulence symptom (finding),Flatus,Flatus,Flatus, function,Flatus, function (observable entity),Full of wind,Intestinal gas excretion,Passage of gas by anus,Passing flatus,Passing flatus (finding),Wind - flatus,Wind symptom",Flatulence symptom
480,C0423600,"Feeling of lump in throat,Feeling of lump in throat (finding)",Feeling of lump in throat
481,C0677628,"Drusen of macula,Macular drusen,Macular drusen (finding)",Macular drusen
482,C0580173,"Intermittent spinal claudication,Neurogenic claudication,Neurogenic claudication (finding),Pseudoclaudication,Spinal claudication",Neurogenic claudication
483,C1096624,"Periumbilical abdominal pain,Periumbilical pain,Periumbilical pain,Periumbilical pain (finding)",Periumbilical pain
484,C0426848,"Pilonidal dimple,Sacral dimple,Sacral dimple (finding),Sacral dimples,Sacral dimples (finding)",Sacral dimple
485,C0426848,"Pilonidal dimple,Sacral dimple,Sacral dimple (finding),Sacral dimples,Sacral dimples (finding)",Sacral dimples
486,C0241981,"Balance impairment,Impairment of balance,Impairment of balance (finding),Loss of balance,Problem with balance,Unable to balance,Unable to balance (finding)",Impairment of balance
487,C0241981,"Balance impairment,Impairment of balance,Impairment of balance (finding),Loss of balance,Problem with balance,Unable to balance,Unable to balance (finding)",Unable to balance
488,C4707862,"Constantly crying infant,Constantly crying infant (finding)",Constantly crying infant
489,C0241042,"Shoulder stiff,Shoulder stiff (finding)",Shoulder stiff
490,C0281860,"Wound haematoma,Wound hematoma,Wound hematoma (finding)",Wound hematoma
491,C0232058,"Apnea in the newborn,Apnea in the newborn (finding),Apnea neonatorum,Apnea of newborn,Apnoea in the newborn,Apnoea neonatorum,Apnoea of newborn,Neonatal apnoea",Apnea in the newborn
492,C0018979,"Hemianopia,Hemianopia (finding)",Hemianopia
493,C0028084,"Nightmares,Nightmares (finding)",Nightmares
494,C0587094,"Breast calcification,Calcification of breast,Calcification of breast (finding)",Calcification of breast
495,C0239832,"Numbness of hand,Numbness of hand (finding)",Numbness of hand
496,C0423122,"Brow ptosis,Brow ptosis,Eyebrow ptosis,Ptosis brow,Ptosis of eyebrow,Ptosis of eyebrow (finding)",Ptosis of eyebrow
497,C0006625,"Cachectic,Cachexia,Cachexia,Cachexia (finding),General body deterioration",Cachexia
498,C0008909,"Claustrophobia,Claustrophobia,Claustrophobia (finding),Fear of confined spaces,Fear of enclosed spaces,Fear of enclosed spaces (finding)",Claustrophobia
499,C0032992,"Planned pregnancy,Pregnant - planned,Pregnant - planned (finding)",Pregnant - planned
500,C0700440,"Lung field abnormal,Lung field abnormal (finding)",Lung field abnormal
501,C0398623,"Hypercoagulability,Hypercoagulability state,Hypercoagulability state (finding),Hypercoagulable state,Hypercoagulable state NOS,Thrombophilia,Thrombophilia (disorder),Thrombophilia NOS",Hypercoagulability state
502,C1997094,"Dependence on continuous positive airway pressure (CPAP) ventilation,Dependence on continuous positive airway pressure ventilation,Dependence on continuous positive airway pressure ventilation (finding)",Dependence on continuous positive airway pressure ventilation
503,C1277644,"Persistent breast nodularity,Persistent breast nodularity (finding),Persistent nodularity",Persistent breast nodularity
504,C0587055,"Numbness of lower limb,Numbness of lower limb (finding)",Numbness of lower limb
505,C0574952,"Ankle joint active,Ankle joint inflamed,Ankle joint inflamed (finding)",Ankle joint inflamed
506,C0849993,"Fussy infant,Fussy infant (finding),Unsettled infant",Fussy infant
507,C0020578,"HV - Hyperventilation,Hyperventilating,Hyperventilation,Hyperventilation,Hyperventilation (finding),Overbreathing",Hyperventilation
508,C0578590,"Lesion eyelid,Lesion of eyelid,Lesion of eyelid (finding),Lid lesion",Lesion of eyelid
509,C0235659,"Baby kicking less,Baby moving less,Decreased fetal movements,Decreased fetal movements, unspecified trimester, not applicable or unspecified,Low fetal movement,Low foetal movement,Reduced fetal movement,Reduced fetal movement (finding),Reduced foetal movement",Reduced fetal movement
510,C0232492,"Pain localized to upper abdomen,Upper abdominal pain,Upper abdominal pain (finding),Upper abdominal pain, unspecified",Upper abdominal pain
511,C0085616,"Angiospasm,Blood vessel spasm,Vascular spasm,Vasospasm,Vasospasm (finding)",Vasospasm
512,C0038999,"Bulge,Bulging,Bulging (morphologic abnormality),Observation of swelling,Part of body puffy,Part of body swollen,Swelling,Swelling,Swelling (finding),Swelling (morphologic abnormality),Tumefaction,Tumescence",Swelling
513,C0587955,"Urine cytology abnormal,Urine cytology abnormal (finding)",Urine cytology abnormal
514,C0038450,"Stridor,Stridor,Stridor (finding),Stridulous breathing",Stridor
515,C0151849,"Alkaline phosphatase raised,Alkaline phosphatase raised (finding)",Alkaline phosphatase raised
516,C0023380,"Lethargic,Lethargy,Lethargy,Lethargy (finding)",Lethargy
517,C0152032,"Delay when starting to pass urine,Delay when starting to pass urine (finding),Hesitancy,Hesitancy of micturition,Hesitancy of micturition,Urinary hesitancy,Urinary hesitation",Delay when starting to pass urine
518,C2711657,"Abnormal cervical Papanicolaou smear with positive human papillomavirus deoxyribonucleic acid (DNA) test,Abnormal cervical Papanicolaou smear with positive human papillomavirus deoxyribonucleic acid test,Abnormal cervical Papanicolaou smear with positive human papillomavirus deoxyribonucleic acid test (finding)",Abnormal cervical Papanicolaou smear with positive human papillomavirus deoxyribonucleic acid test
519,C0231357,"At risk for impaired skin integrity,At risk for impaired skin integrity (finding),At risk for skin ulceration,Potential skin breakdown,Skin at risk of breakdown,Skin integrity at risk,Skin integrity impairment risk,Vulnerable to skin tissue breakdown",At risk for impaired skin integrity
520,C0234655,"Burning sensation in eye,Burning sensation in eye (finding)",Burning sensation in eye
521,C0851043,"Increased lipid,Increased lipid (finding)",Increased lipid
522,C0454644,"Delayed articulatory and language development,Delayed articulatory and language development (finding),Developmental language delay",Delayed articulatory and language development
523,C0007863,"Cervico-occipital neuralgia,Cervico-occipital neuralgia (finding),Occipital neuralgia,Occipital neuralgia",Cervico-occipital neuralgia
524,C0426359,"Urinary symptoms,Urinary symptoms (finding),Urinary system symptoms",Urinary symptoms
525,C1562303,"Cervicovaginal cytology: LGSIL,Cervicovaginal cytology: LSIL,Cervicovaginal cytology: Low grade squamous intraepithelial lesion,Cervicovaginal cytology: Low grade squamous intraepithelial lesion (finding)",Cervicovaginal cytology: Low grade squamous intraepithelial lesion
526,C0240611,"Mass of ovary,Mass of ovary (finding),Ovarian mass",Mass of ovary
527,C0152031,"Joint swelling,Joint swelling (finding),Observation of joint swelling,Swollen joint",Joint swelling
528,C0003635,"Apraxia,Apraxia,Apraxia (finding),Dyspraxia,Dyspraxia (finding)",Apraxia
529,C2919395,"High risk pregnancy due to history of preterm labor,High risk pregnancy due to history of preterm labor (finding),High risk pregnancy due to history of preterm labour",High risk pregnancy due to history of preterm labor
530,C0085593,"Chill,Chill (finding),Chills NOS",Chill
531,C0151825,"Bone pain,Bone pain (finding),Osteodynia",Bone pain
532,C0003126,"Absent smell,Anosmia,Anosmia,Anosmia (loss of sense of smell),Loss of sense of smell,Loss of sense of smell (finding),Loss of the sense of smell,No sense of smell,Sense of smell absent,Sense of smell lost",Loss of sense of smell
533,C0742352,"Mass of chest wall,Mass of chest wall (finding)",Mass of chest wall
534,C0427262,"Instability of knee,Instability of knee joint,Knee gives way,Unstable knee,Unstable knee (finding)",Unstable knee
535,C1268712,"Mammographic breast mass,Mammographic breast mass finding,Mammographic breast mass finding (finding)",Mammographic breast mass finding
536,C0240318,"Mass of mediastinum,Mass of mediastinum (finding),Mediastinal mass",Mass of mediastinum
537,C0392699,"Dysaesthesia,Dysaesthesia (abnormal sensation),Dysesthesia,Dysesthesia (abnormal sensation),Dysesthesia (finding)",Dysesthesia
538,C0184567,"Acute pain,Acute pain (finding),Acute pain NOS",Acute pain
539,C1277595,"Poor sleep pattern,Poor sleep pattern (finding)",Poor sleep pattern
540,C0271202,"HH - Homonymous hemianopia,Homonymous bilateral field defects,Homonymous bilateral field defects NOS,Homonymous bilateral visual field defects,Homonymous hemianopia,Homonymous hemianopia,Homonymous hemianopia (finding),Homonymous hemianopsia",Homonymous hemianopia
541,C0562381,"Abuse,Abused person,Victim of abuse,Victim of abuse (finding)",Victim of abuse
542,C0159054,"Abnormal sputum,Abnormal sputum,Abnormal sputum (finding),Sputum examination: abnormal,Sputum examination: abnormal (finding),abnormal findings in sputum",Abnormal sputum
543,C0427780,"Pregnancy test negative,Pregnancy test negative (finding)",Pregnancy test negative
544,C0580467,"C-reactive protein abnormal,C-reactive protein abnormal (finding)",C-reactive protein abnormal
545,C0549106,"Financial problem,Financial problem (finding)",Financial problem
546,C0086438,"Hypogammaglobulinaemia,Hypogammaglobulinemia,Hypogammaglobulinemia (finding),Hypogammaglobulinemia NOS",Hypogammaglobulinemia
547,C2316757,"Elevated creatine kinase level,Increased CK (creatine kinase) level,Increased creatine kinase level,Increased creatine kinase level (finding),Raised creatine kinase level",Increased creatine kinase level
548,C0438228,"Coag./bleeding tests abnormal,Coagulation/bleeding tests abnormal,Coagulation/bleeding tests abnormal (finding)",Coagulation/bleeding tests abnormal
549,C0239233,"Early satiety,Early satiety,Early satiety (finding),Early satiety (fullness)",Early satiety
550,C0234233,"Sore pain,Sore to touch,Soreness,Soreness (finding),Tender pain,Tenderness,Tenderness (finding)",Tenderness
551,C0423668,"Arthralgia of the upper arm,Arthralgia of the upper arm (finding)",Arthralgia of the upper arm
552,C0575810,"Weakness of hand,Weakness of hand (finding)",Weakness of hand
553,C0423736,"Burning pain on urination,Scalding pain on urination,Scalding pain on urination (finding)",Scalding pain on urination
554,C0017565,"Bleeding gums,Bleeding gums (finding),Gingival bleeding,Gingival haemorrhage,Gingival hemorrhage",Bleeding gums
555,C0270906,"Tardy ulnar nerve palsy,Tardy ulnar nerve palsy,Tardy ulnar nerve palsy (finding)",Tardy ulnar nerve palsy
556,C0494475,"Grand mal convulsion,Grand mal seizure,Grand mal seizure NOS,Tonic-clonic convulsion,Tonic-clonic seizure,Tonic-clonic seizure (finding),Tonic-clonic seizures",Tonic-clonic seizure
557,C0426209,"Amniotic fluid -meconium stain,Amniotic fluid -meconium stain (finding),Meconium stained amniotic fluid,Meconium stained liquor,Meconium stained liquor (finding),Meconium staining",Amniotic fluid -meconium stain
558,C0694536,"Drug seeking,Drug seeking behavior,Drug seeking behavior (finding),Drug seeking behaviour",Drug seeking behavior
559,C0586553,"Raised TSH level,Raised thyroid stimulating hormone level,Raised thyroid stimulating hormone level (finding)",Raised thyroid stimulating hormone level
560,C0586553,"Raised TSH level,Raised thyroid stimulating hormone level,Raised thyroid stimulating hormone level (finding)",Increased thyroid stimulating hormone level
561,C0436540,"MRI scan abnormal,Magnetic resonance imaging scan abnormal,Magnetic resonance imaging scan abnormal (finding)",Magnetic resonance imaging scan abnormal
562,C0149774,"Mass of scrotum,Mass of scrotum (finding),Scrotal mass",Mass of scrotum
563,C0149707,"Blood in semen,Haemospermia,Hematospermia,Hemospermia,Hemospermia (finding)",Hemospermia
564,C0238729,"Lump of axilla,Mass of axilla,Mass of axilla (finding)",Mass of axilla
565,C2603353,"Mass of thoracic structure,Mass of thoracic structure (finding)",Mass of thoracic structure
566,C0576456,"Feeding poor,Feeding poor (finding),Poor feeding",Feeding poor
567,C0233794,"Bad memory,Disturbance of memory,Impaired memory,Memory deficit,Memory impairment,Memory impairment (finding),Memory problem,Poor memory",Memory impairment
568,C0426900,"Tibial torsion,Tibial torsion (finding)",Tibial torsion
569,C0231471,"Abnormal body position,Abnormal posture,Abnormal posture,Abnormal posture (finding)",Abnormal posture
570,C0041834,"Erythema,Erythema,Erythema (finding),Erythema (morphologic abnormality),Erythema - observation,Erythema NOS,Erythema of skin,Erythema of skin (finding),Erythematous condition,Erythematous condition (disorder),Erythematous condition, unspecified",Erythema
571,C0042749,"Viraemia,Viral sepsis,Viremia,Viremia (finding),Viremia NOS",Viremia
572,C0031256,"Petechia,Petechia (morphologic abnormality),Petechiae,Petechiae,Petechiae,Petechiae (finding),Petechial haemorrhage,Petechial hemorrhage",Petechiae
573,C0587050,"Mass of lower limb,Mass of lower limb (finding)",Mass of lower limb
574,C0026827,"Decreased muscle tone,Decreased muscle tone (finding),Hypotonia,Hypotonus,Loose muscle tone,Low muscle tone,Muscle hypotonia,Muscle hypotonicity,Poor muscle tone,Poor muscle tone (finding)",Decreased muscle tone
575,C0338591,"TGA - Transient global amnesia,Transient global amnesia,Transient global amnesia,Transient global amnesia (finding)",Transient global amnesia
576,C0006147,"BF - Breastfed,BF - Breastfeeding,Breast fed,Breast fed (finding),Infant breastfed",Breast fed
577,C0232841,"Bladder dysfunction,Bladder dysfunction (finding)",Bladder dysfunction
578,C0235639,"Abnormal urine,Abnormal urine (finding)",Abnormal urine
579,C0236848,"Age-related cognitive decline,Age-related cognitive decline,Age-related cognitive decline (finding)",Age-related cognitive decline
580,C0853697,"Neutropenia,Neutropenia (finding),Neutrophil count below reference range",Neutropenia
581,C0474648,"Syphilis titer test positive,Syphilis titer test positive (finding),Syphilis titre test positive",Syphilis titer test positive
582,C0156406,"Bleeding after intercourse,PCB - Postcoital bleeding,Postcoital bleeding,Postcoital bleeding (finding)",Postcoital bleeding
583,C0037580,"Soft tissue swelling,Soft tissue swelling (finding)",Soft tissue swelling
584,C0278100,"Abnormal female sexual function,Abnormal female sexual function (finding)",Abnormal female sexual function
585,C0562961,"Does use hearing aid,Does use hearing aid (finding),Uses hearing aid",Does use hearing aid
586,C0239649,"Numbness of foot,Numbness of foot (finding)",Numbness of foot
587,C0235162,"Difficulty sleeping,Difficulty sleeping (finding),Poor sleep",Difficulty sleeping
588,C0458239,"Arthralgia of foot,Foot joint pain,Foot joint pain (finding)",Foot joint pain
589,C0475858,"Generalised itching,Generalised pruritus,Generalized itching,Generalized pruritus,Generalized pruritus (finding)",Generalized pruritus
590,C0024630,"Feigning illness,Malingering,Malingering (finding)",Malingering
591,C0282005,"Swelling of scrotum,Swelling of scrotum (finding),Swollen scrotum",Swelling of scrotum
592,C1443982,"ALT (SGPT) level raised,Alanine aminotransferase (ALT) (serum glutamic-pyruvic transaminase) (SGPT) level raised,Alanine aminotransferase (serum glutamic-pyruvic transaminase) level raised,Alanine aminotransferase (serum glutamic-pyruvic transaminase) level raised (finding)",Alanine aminotransferase (serum glutamic-pyruvic transaminase) level raised
593,C2919140,"Employment problem,Employment problem (finding)",Employment problem
594,C0009269,"Chilly person,Cold sensitivity,Feels the cold,Intolerant of cold,Intolerant of cold (finding),Sensitive to cold",Intolerant of cold
595,C2711812,"Gestational age unknown,Gestational age unknown (finding)",Gestational age unknown
596,C0425309,"ETS - Exposed to tobacco smoke,Exposed to environmental tobacco smoke,Exposed to second hand tobacco smoke,Exposed to tobacco smoke,Involuntary smoker,Passive smoker,Passive smoker (finding)",Passive smoker
597,C0575544,"Shoulder joint deformity,Shoulder joint deformity (finding)",Shoulder joint deformity
598,C0221150,"Odynophagia,Pain on swallowing,Painful swallowing,Swallowing painful,Swallowing painful (finding)",Swallowing painful
599,C1527340,"Abnormal voice,Abnormal voice (finding)",Abnormal voice
600,C0038506,"Dysphemia,Non-fluent speech,Stammer,Stammering,Stutter,Stuttering,Stuttering (finding),Stuttering NOS",Stuttering
601,C1295654,"Decreased testosterone level,Decreased testosterone level (finding),Low testosterone",Decreased testosterone level
602,C0221265,"Microcytosis,Microcytosis, red cells,Microcytosis, red cells (finding)","Microcytosis, red cells"
603,C0231835,"Rapid breathing,Rapid respiration,Tachypnea,Tachypnea (finding),Tachypnea NOS,Tachypneic,Tachypnoea,Tachypnoeic",Tachypnea
604,C0238775,"Bladder mass,Mass of bladder,Mass of urinary bladder,Mass of urinary bladder (finding)",Mass of urinary bladder
605,C0349506,"Photosensitivity,Photosensitivity (finding),Photosensitivity of skin",Photosensitivity
606,C0239667,"Pain in forearm,Pain in forearm,Pain in forearm (finding),Pain in unspecified forearm",Pain in forearm
607,C0233081,"Active labor,Active labour,Eutocia,Normal labor,Normal labor (finding),Normal labour",Normal labor
608,C1281553,"Ileostomy present,Ileostomy present (finding),Ileostomy, has currently",Ileostomy present
609,C0010263,"Cramp in extremity,Cramp in limb,Cramp in limb (finding)",Cramp in limb
610,C0339808,"Allergy to house dust mite,Allergy to house dust mite (disorder),House dust mite allergy",Allergy to dust mite protein
611,C0013609,"Local edema,Local oedema,Localised oedema,Localised oedema,Localized edema,Localized edema,Localized edema,Localized edema (finding),Localized edema (morphologic abnormality)",Localized edema
612,C0555003,"Partnership problems,Partnership problems (finding)",Partnership problems
613,C0149751,"Lesion of penis,Lesion of penis (finding),Lesion penis",Lesion of penis
614,C0015644,"Fasciculation,Flickering muscles,Fluttering muscles,Muscle fasciculation,Muscle fasciculation (finding),Muscular fasciculation,Spontaneous contraction of muscle,Writhing muscles",Muscle fasciculation
615,C0241436,"Mass of tongue,Mass of tongue (finding)",Mass of tongue
616,C0017979,"Glucosuria,Glycosuria,Glycosuria,Glycosuria (finding)",Glycosuria
617,C0337668,"Moderate smoker (20 or less per day),Moderate smoker (20 or less per day) (finding)",Moderate smoker (20 or less per day)
618,C0423572,"Pins and needles,Pins and needles,Pins and needles (finding),Pins and needles sensation",Pins and needles
619,C0556280,"Gross motor impairment,Gross motor impairment (finding)",Gross motor impairment
620,C0476281,"Non-cardiac chest pain,Non-cardiac chest pain (finding),Noncardiac chest pain",Non-cardiac chest pain
621,C0233715,"Disturbance in speech,Disturbance in speech (finding),Has difficulty with speech,Has difficulty with speech (finding),Speech abnormality,Speech impairment,Unspecified speech disturbances",Disturbance in speech
622,C0575805,"Swelling of hand,Swelling of hand (finding),Swollen hand",Swelling of hand
623,C0392678,"Impaired swallowing,Swallowing impairment,Swallowing problem,Swallowing problem (finding)",Swallowing problem
624,C0159028,"General symptom,General symptom (finding)",General symptom
625,C0556279,"Difficulty with personal care,Personal care impairment,Personal care impairment (finding),Personal condition impairment of self care",Personal care impairment
626,C0149696,"Food intolerance,Food intolerance,Food intolerance (disorder),Food intolerance (finding),Food intolerance reaction,Malabsorption due to food intolerance",Intolerance to food
627,C0221629,"Proximal muscle weakness,Proximal muscle weakness (finding)",Proximal muscle weakness
628,C0151994,"Enlarged uterus,Enlarged uterus (finding),Large uterus,Uterine enlargement",Enlarged uterus
629,C1290739,"Abnormal tooth restoration,Defective dental restoration,Defective dental restoration,Defective dental restoration (finding),Defective dental restoration NOS,Defective restoration of teeth",Defective dental restoration
630,C0749225,"Systolic dysfunction,Systolic dysfunction (finding)",Systolic dysfunction
631,C0231686,"Disequilibrium when walking,Instability of gait,Unstable when walking,Unsteady gait,Unsteady gait (finding),Unsteady when walking,Unsteady when walking (finding)",Unsteady gait
632,C0344198,"Adult abuse,Adult victim of abuse,Adult victim of abuse (finding)",Adult victim of abuse
633,C0266836,"Infantile colic,Infantile colic,Infantile colic (finding),Infantile colic - symptom,Three month colic",Infantile colic
634,C0263904,"Sacroiliac instability,Sacroiliac instability (disorder),Sacroiliac joint unstable",Sacroiliac instability
635,C0018564,"Deformity of hand,Deformity of hand (finding)",Deformity of hand
636,C0577877,"Lesion of nose,Lesion of nose (finding)",Lesion of nose
637,C0037771,"Spastic paraparesis,Spastic paraparesis (finding)",Spastic paraparesis
638,C2919578,"Mass of submandibular region,Mass of submandibular region (finding)",Mass of submandibular region
639,C0577598,"Swelling of upper arm,Swelling of upper arm (finding),Swelling of upper limb,Swelling of upper limb (finding)",Swelling of upper arm
640,C0577598,"Swelling of upper arm,Swelling of upper arm (finding),Swelling of upper limb,Swelling of upper limb (finding)",Swelling of arm
641,C0231347,"At risk for noncompliance,At risk for noncompliance (finding),Potential noncompliance",At risk for noncompliance
642,C0008370,"Bile stasis,Cholestasis,Cholestasis (finding),Obstruction of bile duct,Obstruction of bile duct,Obstruction of bile duct (disorder),Occlusion of bile duct,Occlusion of bile duct (disorder)",Cholestasis
643,C0277851,"Ankle instability,Ankle instability (finding)",Ankle instability
644,C0277851,"Ankle instability,Ankle instability (finding)",Unstable ankle
645,C0240007,"Groin lump,Groin mass,Groin mass (finding),Mass of inguinal region",Groin mass
646,C0150037,"Altered growth and development,Altered growth and development (finding),Childhood growth AND/OR development alteration,Childhood growth AND/OR development alteration (finding),Growth and development alteration",Childhood growth AND/OR development alteration
647,C0495676,"Intra-abdominal and pelvic swelling, mass and lump,Intra-abdominal and pelvic swelling, mass and lump,Intra-abdominal and pelvic swelling, mass and lump (finding)","Intra-abdominal and pelvic swelling, mass and lump"
648,C0232940,"Loss of menstrual period,Secondary amenorrhea,Secondary amenorrhea,Secondary amenorrhoea,Secondary physiologic amenorrhea,Secondary physiologic amenorrhea (finding),Secondary physiologic amenorrhoea",Secondary physiologic amenorrhea
649,C0037301,"Rugosity of skin,Wrinkled skin,Wrinkled skin (finding)",Wrinkled skin
650,C0240596,"Fear of becoming fat,Fear of becoming fat (finding),Fear of obesity",Fear of becoming fat
651,C0426390,"Bladder spasm,Spasm of bladder,Spasm of bladder (finding)",Spasm of bladder
652,C0524385,"Living in residential institution,Living in residential institution (finding)",Living in residential institution
653,C3887875,"Unspecified visual field defects,VFD - Visual field defect,Visual field defect,Visual field defect (finding),Visual field defects",Visual field defect
654,C1282512,"At risk of CHD,At risk of coronary heart disease,At risk of coronary heart disease (finding)",At risk of coronary heart disease
655,C0424964,"Maternal concern,Maternal concern (finding)",Maternal concern
656,C0578503,"Abnormal vaginal bleeding,Abnormal vaginal bleeding (finding)",Abnormal vaginal bleeding
657,C4551518,"Venous stasis,Venous stasis (finding)",Venous stasis
