,UMLS_CUI,synonyms,root
248,C0262537,"LIH - Left inguinal hernia,Left inguinal hernia,Left inguinal hernia (disorder)",Left inguinal hernia
249,C0027051,"Cardiac infarction,Heart attack,Infarction of heart,MI - Myocardial infarction,Myocardial infarct,Myocardial infarction,Myocardial infarction (disorder),cardiac infarction,cardiac infarction",Myocardial infarction
250,C0032460,"Cystic disease of ovaries,Multicystic ovaries,PCO - Polycystic ovaries,PCOD - Polycystic ovarian disease,PCOS - Polycystic ovarian syndrome,Polycystic ovarian disease,Polycystic ovarian syndrome,Polycystic ovarian syndrome,Polycystic ovaries,Polycystic ovaries (disorder),Polycystic ovary syndrome,Sclerocystic ovary syndrome,Sclerocystic ovary syndrome,Stein-Leventhal syndrome,Stein-Leventhal syndrome",Polycystic ovary syndrome
251,C0032460,"Cystic disease of ovaries,Multicystic ovaries,PCO - Polycystic ovaries,PCOD - Polycystic ovarian disease,PCOS - Polycystic ovarian syndrome,Polycystic ovarian disease,Polycystic ovarian syndrome,Polycystic ovarian syndrome,Polycystic ovaries,Polycystic ovaries (disorder),Polycystic ovary syndrome,Sclerocystic ovary syndrome,Sclerocystic ovary syndrome,Stein-Leventhal syndrome,Stein-Leventhal syndrome",Polycystic ovaries
252,C0239937,"Microscopic haematuria,Microscopic hematuria,Microscopic hematuria (disorder)",Microscopic hematuria
253,C0032227,"Pleural effusion,Pleural effusion (disorder),Pleural effusion NOS",Pleural effusion
254,C0341742,"ARU - Acute retention of urine,Acute retention of urine,Acute retention of urine (disorder),Acute urinary retention",Acute retention of urine
255,C0700502,"Acquired hypothyroidism,Acquired hypothyroidism (disorder),Primary hypothyroidism",Acquired hypothyroidism
256,C0015944,"PROM - Premature rupture of membranes,Premature rupture of membranes,Premature rupture of membranes,Premature rupture of membranes (disorder),Preterm rupture of membranes,Preterm rupture of membranes (disorder),Rupture of amniotic sac under 24 hours before onset of labor,Rupture of amniotic sac under 24 hours before onset of labour,Rupture of membranes prior to onset of labor",Premature rupture of membranes
257,C0015944,"PROM - Premature rupture of membranes,Premature rupture of membranes,Premature rupture of membranes,Premature rupture of membranes (disorder),Preterm rupture of membranes,Preterm rupture of membranes (disorder),Rupture of amniotic sac under 24 hours before onset of labor,Rupture of amniotic sac under 24 hours before onset of labour,Rupture of membranes prior to onset of labor",Preterm rupture of membranes
258,C0019693,"HIV - Human immunodeficiency virus infection,HIV infection,Human immunodeficiency virus [HIV] disease,Human immunodeficiency virus [HIV] disease (B20),Human immunodeficiency virus infection,Human immunodeficiency virus infection (disorder)",Human immunodeficiency virus infection
259,C0009938,"Bruise,Bruise,Bruise - lesion,Bruising,Bruising,Contusion,Contusion,Contusion (disorder),Contusion - lesion,Contusion - lesion (morphologic abnormality),Contusion NOS",Contusion
260,C0153676,"Cancer metastatic to lung,Metastatic malignant neoplasm to lung,Pulmonary metastasis,Secondary cancer of lung,Secondary malignant neoplasm of lung,Secondary malignant neoplasm of lung,Secondary malignant neoplasm of lung (disorder),Secondary malignant tumor of lung,Secondary malignant tumour of lung",Secondary malignant neoplasm of lung
261,C0157266,"Prolonged second stage (of labor),Prolonged second stage of labor,Prolonged second stage of labor (disorder),Prolonged second stage of labour",Prolonged second stage of labor
262,C0265101,"Carotid artery obstruction,Carotid artery obstruction (disorder),Carotid artery occlusion,Occlusion of carotid artery,Occlusion of carotid artery (disorder)",Occlusion of carotid artery
263,C0020437,"Hypercalcaemia,Hypercalcaemia syndrome,Hypercalcemia,Hypercalcemia,Hypercalcemia (disorder),Hypercalcemia syndrome,Raised serum calcium level,Raised serum calcium level (finding)",Hypercalcemia
264,C0023798,"Lipoma,Lipoma,Lipoma (clinical),Lipoma (disorder),Lipoma NOS,Lipoma, no ICD-O subtype,Lipoma, no International Classification of Diseases for Oncology subtype,Lipoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",Lipoma
265,C0013221,"Drug poisoning,Drug toxicity,Intoxication by drug,Intoxication caused by drug,Medicament poisoning,Medicinal poisoning,Poisoning by drug AND/OR medicinal substance,Poisoning by drug or medicinal substance,Poisoning caused by drug AND/OR medicinal substance,Poisoning caused by drug AND/OR medicinal substance (disorder),Poisoning caused by drug or medicinal substance,Therapeutic agent toxicity",Poisoning caused by drug AND/OR medicinal substance
266,C0036349,"Paranoid schizophrenia,Paranoid schizophrenia,Paranoid schizophrenia (disorder),Paraphrenic schizophrenia,Paraphrenic schizophrenia",Paranoid schizophrenia
267,C0700345,"Candidal vulvovaginitis,Candidal vulvovaginitis,Candidal vulvovaginitis (disorder),Candidiasis of vulva and vagina,Monilial vulvovaginitis,Monilial vulvovaginitis,Vulvovaginal thrush",Candidal vulvovaginitis
268,C0020517,"Allergic reaction caused by substance,Allergic reaction caused by substance (disorder),Allergic reaction to substance,Allergy, unspecified,Hypersensitivity NOS,Hypersensitivity reaction,Hypersensitivity reaction (disorder)",Hypersensitivity reaction
269,C0020517,"Allergic reaction caused by substance,Allergic reaction caused by substance (disorder),Allergic reaction to substance,Allergy, unspecified,Hypersensitivity NOS,Hypersensitivity reaction,Hypersensitivity reaction (disorder)",Allergic state
270,C0013415,"Dysthymia,Dysthymia,Dysthymia (disorder),Dysthymic disorder",Dysthymia
271,C0411160,"Fetal or neonatal effect of maternal premature rupture of membrane,Fetal or neonatal effect of maternal premature rupture of membrane (disorder),Foetal or neonatal effect of maternal premature rupture of membrane",Fetal or neonatal effect of maternal premature rupture of membrane
272,C0411160,"Fetal or neonatal effect of maternal premature rupture of membrane,Fetal or neonatal effect of maternal premature rupture of membrane (disorder),Foetal or neonatal effect of maternal premature rupture of membrane",Fetus OR newborn affected by premature rupture of membranes
273,C0080194,"Muscle strain,Muscle strain (disorder),Pulled muscle,Strain",Muscle strain
274,C0036341,"Schizophrenia,Schizophrenia,Schizophrenia (disorder),Schizophrenia, unspecified,Schizophrenic disorders,Schizophrenic disorders (disorder)",Schizophrenia
275,C0023211,"LBBB - Left bundle branch block,Left bundle branch block,Left bundle branch block (disorder),Left bundle-branch block, unspecified",Left bundle branch block
276,C1719988,"Diabetes type 2 with neurological disorder,Neurologic disorder associated with type 2 diabetes mellitus,Neurologic disorder associated with type II diabetes mellitus,Neurological disorder co-occurrent and due to type 2 diabetes mellitus,Neurological disorder co-occurrent and due to type 2 diabetes mellitus (disorder),Neurological disorder with diabetes type 2",Neurological disorder co-occurrent and due to type 2 diabetes mellitus
277,C0086666,"Pre-infarction syndrome,Preinfarction angina,Preinfarction syndrome,Preinfarction syndrome,Preinfarction syndrome (disorder)",Preinfarction syndrome
278,C0264886,"Conduction disorder of the heart,Conduction disorder of the heart (disorder),Conduction disorder, unspecified,Disorder of heart conduction",Conduction disorder of the heart
279,C0039516,"Lateral epicondylitis,Lateral epicondylitis,Lateral epicondylitis (disorder),Lateral epicondylitis of elbow,Tennis elbow,Tennis elbow",Lateral epicondylitis
280,C0006434,"Burn,Burn,Burn (disorder),Burn - lesion,Burn NOS,Burn injury,Burn injury (morphologic abnormality)",Burn
281,C0155778,"Phlebectasia of lower extremities,Phlebectasia of lower extremity,VV - Varicose veins of leg,Varicose veins of lower extremities,Varicose veins of lower extremities,Varicose veins of lower extremity,Varicose veins of lower extremity (disorder),Varicose veins of lower limb,Varix of lower extremities,Varix of lower extremity",Varicose veins of lower extremity
282,C0034186,"Pyelonephritis,Pyelonephritis,Pyelonephritis (disorder),Pyelonephritis NOS,pyelonephritis",Pyelonephritis
283,C0018991,"Hemiplegia,Hemiplegia (disorder),Hemiplegia (paralysis on one side),Hemiplegia, unspecified",Hemiplegia
284,C0006271,"Bronchiolitis,Bronchiolitis (disorder)",Bronchiolitis
285,C1960046,"Mild persistent asthma,Mild persistent asthma,Mild persistent asthma (disorder),Mild persistent asthma NOS",Mild persistent asthma
286,C0686619,"Cancer metastatic to lymph nodes,Metastatic malignant neoplasm to lymph node,Secondary and unspecified malignant neoplasm of lymph node, unspecified,Secondary and unspecified malignant neoplasm of lymph nodes,Secondary lymph node cancer,Secondary malignant neoplasm of lymph node,Secondary malignant neoplasm of lymph node (disorder)",Secondary malignant neoplasm of lymph node
287,C2047520,"Broad- or floating-betalipoproteinemia,Mixed hyperlipidaemia,Mixed hyperlipidemia,Mixed hyperlipidemia,Mixed hyperlipidemia (disorder),Multiple-type hyperlipidaemia,Multiple-type hyperlipidemia",Mixed hyperlipidemia
288,C0263759,"Localised, primary osteoarthritis of the ankle and foot,Localised, primary osteoarthritis of the ankle and/or foot,Localized, primary osteoarthritis of the ankle and foot,Localized, primary osteoarthritis of the ankle and/or foot,Localized, primary osteoarthritis of the ankle and/or foot (disorder),Primary localised osteoarthrosis of ankle AND/OR foot,Primary localized osteoarthrosis of ankle AND/OR foot","Localized, primary osteoarthritis of the ankle and/or foot"
289,C0033975,"Psychosis,Psychotic disorder,Psychotic disorder (disorder)",Psychotic disorder
290,C0025319,"Menopausal syndrome,Menopausal syndrome (disorder)",Menopausal syndrome
291,C2349195,"Acute anterior myocardial infarction,Acute myocardial infarction of anterior wall,Acute myocardial infarction of anterior wall (disorder)",Acute myocardial infarction of anterior wall
292,C0006267,"Bronchiectasis,Bronchiectasis,Bronchiectasis (disorder),Bronchiectasis NOS",Bronchiectasis
293,C1263855,"Lumbar radiculopathy,Lumbar radiculopathy (disorder),Radiculopathy, lumbar region",Lumbar radiculopathy
294,C0029410,"Degenerative joint disease of hip,OA - Osteoarthritis of hip,Osteoarthritis of hip,Osteoarthritis of hip,Osteoarthritis of hip (disorder),Osteoarthritis of hip, unspecified",Osteoarthritis of hip
295,C0948089,"ACS - Acute coronary syndrome,Acute coronary syndrome,Acute coronary syndrome (disorder)",Acute coronary syndrome
296,C0149978,"Adenocarcinoma of rectum,Adenocarcinoma of rectum (disorder)",Adenocarcinoma of rectum
297,C0549397,"Deviated nasal septum,Deviated nasal septum,Deviated nasal septum (disorder)",Deviated nasal septum
298,C0020615,"Hypoglycaemia,Hypoglycaemic disorder,Hypoglycaemic syndrome,Hypoglycemia,Hypoglycemia (disorder),Hypoglycemia, unspecified,Hypoglycemic disorder,Hypoglycemic disorder (disorder),Hypoglycemic syndrome,Hypoglycemic syndrome (disorder)",Hypoglycemia
299,C0340708,"DVT - Deep vein thrombosis of lower limb,Deep vein thrombosis of lower limb,Deep venous thrombosis of leg,Deep venous thrombosis of lower extremity,Deep venous thrombosis of lower extremity (disorder),Deep venous thrombosis of lower limb",Deep venous thrombosis of lower extremity
300,C0274311,"Complication of surgical procedure,Complication of surgical procedure (disorder),Misadventure of surgical procedure",Complication of surgical procedure
301,C1960045,"Mild intermittent asthma,Mild intermittent asthma,Mild intermittent asthma (disorder),Mild intermittent asthma NOS",Mild intermittent asthma
302,C0024141,"Disseminated lupus erythematosus,SLE - Systemic lupus erythematosus,SLE NOS,Systemic lupus erythematosus,Systemic lupus erythematosus (SLE),Systemic lupus erythematosus (disorder),Systemic lupus erythematosus NOS,Systemic lupus erythematosus, unspecified",Systemic lupus erythematosus
303,C0349782,"Generalised ischaemic myocardial dysfunction,Generalized ischemic myocardial dysfunction,Generalized ischemic myocardial dysfunction (disorder),Ischaemic cardiomyopathy,Ischemic cardiomyopathy,Ischemic cardiomyopathy",Generalized ischemic myocardial dysfunction
304,C0001361,"Acute tonsillitis,Acute tonsillitis,Acute tonsillitis (disorder),Acute tonsillitis, unspecified,Acute tonsillitis, unspecified,Infective tonsillitis,Tonsillitis (acute) NOS",Acute tonsillitis
305,C0149983,"Lumbar spondylosis,Lumbar spondylosis (disorder)",Lumbar spondylosis
306,C0014868,"Esophagitis,Esophagitis,Esophagitis (disorder),Esophagitis NOS,Esophagitis, unspecified,Oesophagitis",Esophagitis
307,C0003504,"AI - Aortic incompetence,AR - Aortic regurgitation,Aortic incompetence,Aortic insufficiency,Aortic regurgitation,Aortic valve incompetence,Aortic valve insufficiency,Aortic valve regurgitation,Aortic valve regurgitation (disorder)",Aortic valve regurgitation
308,C0007114,"Cancer of skin,Malignant neoplasm of skin,Malignant neoplasm of skin (disorder),Skin cancer",Malignant neoplasm of skin
309,C0004239,"Atrial flutter,Atrial flutter (disorder)",Atrial flutter
310,C0002170,"Alopecia,Alopecia (disorder),Alopecia NOS,Bald,Baldness,Falling hair,Hair loss disorder,Loss of hair,Loss of hair (finding),Thinning hair",Alopecia
311,C0000814,"Foetal death before 22 weeks with retention of dead foetus,MA - Missed abortion,Missed abortion,Missed abortion,Missed abortion (disorder),Missed miscarriage,Silent miscarriage",Missed abortion
312,C0005684,"Bladder cancer,CA - Bladder cancer,Malignant neoplasm of bladder,Malignant neoplasm of bladder, unspecified,Malignant neoplasm of urinary bladder,Malignant tumor of urinary bladder,Malignant tumor of urinary bladder (disorder),Malignant tumour of urinary bladder",Malignant tumor of urinary bladder
313,C0020542,"PHT - Pulmonary hypertension,Pulmonary hypertension,Pulmonary hypertension (disorder),Pulmonary hypertension NOS",Pulmonary hypertension
314,C0152517,"Enteritis caused by specified virus,Enteritis caused by specified virus (disorder),Enteritis due to specified virus,Viral diarrhea,Viral diarrhoea,Viral gastroenteritis,Viral gastroenteritis (disorder),Viral gastroenteritis NOS,Viral vomiting",Viral gastroenteritis
315,C0339573,"COAG - Chronic open-angle glaucoma,CSG - Chronic simple glaucoma,Chronic simple glaucoma,Chronic simple glaucoma,POAG - Primary open-angle glaucoma,Primary open angle glaucoma,Primary open angle glaucoma (disorder),Primary open-angle glaucoma,Primary open-angle glaucoma",Primary open angle glaucoma
316,C1140680,"CA - Cancer of ovary,Cancer of ovary,Malignant neoplasm of ovary,Malignant tumor of ovary,Malignant tumor of ovary (disorder),Malignant tumour of ovary,Ovarian cancer",Malignant tumor of ovary
317,C0033774,"Itch,Itch NOS,Itch of skin,Itch of skin (observable entity),Itching,Itching (finding),Itching of skin,Itching of skin (finding),Itchy,Pruritic dermatitis,Pruritic disorder,Pruritic disorders (disorder),Pruritus,Pruritus,Pruritus - disorder,Pruritus of skin,Pruritus, unspecified",Pruritic disorders
318,C0277534,"Gastroenteritis - presumed infectious origin,Gastroenteritis presumed infectious,Gastroenteritis presumed infectious (disorder)",Gastroenteritis presumed infectious
319,C0003868,"Arthritis due to gout,Arthritis due to gout (disorder),Articular gout,Gouty arthritis,Gouty arthropathy,Gouty arthropathy (disorder),Joints gout affected,Joints gout affected (finding)",Gouty arthropathy
320,C0001339,"AP - Acute pancreatitis,Acute pancreatitis,Acute pancreatitis,Acute pancreatitis (disorder),Acute pancreatitis, unspecified",Acute pancreatitis
321,C0155626,"AMI - Acute myocardial infarction,Acute myocardial infarction,Acute myocardial infarction,Acute myocardial infarction (disorder),Acute myocardial infarction, unspecified,Myocardial infarction (acute) NOS",Acute myocardial infarction
322,C2937358,"Cerebral haemorrhage,Cerebral hemorrhage,Cerebral hemorrhage (disorder),ICH - intracerebral haemorrhage,ICH - intracerebral hemorrhage,Intracerebral haemorrhage,Intracerebral hemorrhage",Cerebral hemorrhage
323,C0815316,"Megaloblastic anaemia due to cobalamin deficiency,Megaloblastic anaemia due to vitamin B12 deficiency,Megaloblastic anaemia due to vitamin B<sub>12</sub> deficiency,Megaloblastic anaemia due to vitamin B>12< deficiency,Megaloblastic anemia due to cobalamin deficiency,Megaloblastic anemia due to vitamin B12 deficiency,Megaloblastic anemia due to vitamin B12 deficiency (disorder),Megaloblastic anemia due to vitamin B<sub>12</sub> deficiency,Megaloblastic anemia due to vitamin B<sub>12</sub> deficiency (disorder),Megaloblastic anemia due to vitamin B>12< deficiency,Megaloblastic anemia due to vitamin B>12< deficiency (disorder),Vitamin B12-deficient megaloblastic anaemia,Vitamin B12-deficient megaloblastic anemia",Megaloblastic anemia due to vitamin B>12< deficiency
324,C0023434,"B-CLL - B-cell chronic lymphocytic leukaemia,B-CLL - B-cell chronic lymphocytic leukemia,B-cell chronic lymphocytic leukaemia,B-cell chronic lymphocytic leukaemia/small lymphocytic lymphoma,B-cell chronic lymphocytic leukemia,B-cell chronic lymphocytic leukemia (disorder),B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma (morphologic abnormality),CLL - Chronic lymphocytic leukaemia,CLL - Chronic lymphocytic leukemia,Chronic lymphatic leukaemia,Chronic lymphatic leukemia,Chronic lymphocytic leukaemia,Chronic lymphocytic leukaemia, B-cell type,Chronic lymphocytic leukemia,Chronic lymphocytic leukemia of B-cell type,Chronic lymphocytic leukemia of B-cell type NOS,Chronic lymphocytic leukemia, B-cell type,Chronic lymphoid leukaemia,Chronic lymphoid leukaemia,Chronic lymphoid leukaemia, disease,Chronic lymphoid leukemia,Chronic lymphoid leukemia,Chronic lymphoid leukemia, disease,Chronic lymphoid leukemia, disease (disorder)","Chronic lymphoid leukemia, disease"
325,C0024228,"Disorder of lymphatic system,Disorder of lymphatic system (disorder),Disorder of lymphatics,Disorder of lymphoid system,Disorder of lymphoid system (disorder),Disorders of lymph node and lymphatics,Disorders of lymph node and lymphatics (disorder),Lymphangiopathy",Disorder of lymphatic system
326,C4317009,"DD - Diverticular disease,Diverticular disease,Diverticular disease (disorder),Diverticular disease of intestine,Diverticular disease of intestine NOS",Diverticular disease
327,C0040425,"Tonsillitis,Tonsillitis (disorder)",Tonsillitis
328,C0008149,"Chlamydial infection,Chlamydial infection (disorder),Chlamydial infection, unspecified",Chlamydial infection
329,C0030590,"Paroxysmal supraventricular tachycardia,Paroxysmal supraventricular tachycardia (disorder)",Paroxysmal supraventricular tachycardia
330,C0043349,"Tear film insufficiency,Tear film insufficiency (disorder),Tear film insufficiency, NOS,Xerophthalmia,Xerophthalmia (disorder),Xerophthalmia NOS",Tear film insufficiency
331,C0040252,"Body tinea,Herpes circinatus,Ringworm of the body,Tinea circinata,Tinea circinatus,Tinea corporis,Tinea corporis,Tinea corporis (disorder)",Tinea corporis
332,C0272644,"Closed fracture of distal end of radius,Closed fracture of distal end of radius (disorder),Closed fracture of lower end of radius",Closed fracture of distal end of radius
333,C0269863,"First degree perineal laceration,First degree perineal laceration (disorder),First degree perineal laceration during delivery,Laceration of superficial layers of perineal structures,Obstetrical laceration, first degree",First degree perineal laceration
334,C0030305,"Inflammation of pancreas,Pancreatitis,Pancreatitis (disorder),Pancreatitis NOS",Pancreatitis
335,C0020651,"Hypotension, postural,Orthostatic hypotension,Orthostatic hypotension,Orthostatic hypotension (disorder),Postural hypotension",Orthostatic hypotension
336,C0677659,"Esophageal reflux with esophagitis,Gastro-esophageal reflux disease with esophagitis,Gastro-esophageal reflux disease with esophagitis,Gastro-oesophageal reflux disease with oesophagitis,Gastroesophageal reflux disease with esophagitis,Gastroesophageal reflux disease with esophagitis (disorder),Gastroesophageal reflux disease with oesophagitis,Oesophageal reflux with oesophagitis,Peptic esophagitis,Peptic oesophagitis,Reflux esophagitis,Reflux esophagitis,Reflux oesophagitis",Gastroesophageal reflux disease with esophagitis
337,C0347535,"Intracranial injury,Intracranial injury,Intracranial injury (disorder),Unspecified intracranial injury,Unspecified intracranial injury",Intracranial injury
338,C0264637,"Benign hypertension,Benign hypertension (disorder)",Benign hypertension
339,C0376175,"Bell palsy,Bell's palsy,Bell's palsy,Bell's palsy (disorder),Bells palsy,Idiopathic acute facial nerve palsy",Bell's palsy
340,C0032533,"Forestier-Certonciny syndrome,PMR - Polymyalgia rheumatica,Polymyalgia rheumatica,Polymyalgia rheumatica,Polymyalgia rheumatica (disorder),Senile arthritis",Polymyalgia rheumatica
341,C0518988,"Dental abscess,Dental abscess (disorder),Dental sepsis,Tooth abscess",Dental abscess
342,C0007868,"Cervical dysplasia,Cervical dysplasia NOS,Dysplasia of cervix,Dysplasia of cervix (disorder),Dysplasia of cervix uteri,Dysplasia of cervix uteri,Dysplasia of cervix uteri, unspecified",Dysplasia of cervix
343,C0271453,"Serous otitis media,Serous otitis media (disorder),Serous otitis media NOS",Serous otitis media
344,C0002994,"Angio-oedema,Angio-oedema-urticaria,Angioedema,Angioedema (disorder),Angioedema-urticaria,Angioneurotic edema,Angioneurotic edema,Angioneurotic oedema,Giant urticaria,Giant urticaria,Giant urticaria (disorder),Quincke's disease,Quincke's edema,Quincke's edema,Quincke's oedema,Urticaria-angio-oedema,Urticaria-angioedema",Angioedema
345,C0042345,"Phlebectasia,Phlebectasia,Uneven venous ectasia,Uneven venous ectasia (morphologic abnormality),Varices,Varices,Varicose vein,Varicose veins,Varicose veins NOS,Varicosities,Varix,Venous ectasia,Venous ectasia (morphologic abnormality),Venous varices,Venous varices (disorder)",Venous varices
346,C0042345,"Phlebectasia,Phlebectasia,Uneven venous ectasia,Uneven venous ectasia (morphologic abnormality),Varices,Varices,Varicose vein,Varicose veins,Varicose veins NOS,Varicosities,Varix,Venous ectasia,Venous ectasia (morphologic abnormality),Venous varices,Venous varices (disorder)",Varices
347,C0022951,"Cow's milk enteropathy,LM - Lactose malabsorption,Lactose intolerance,Lactose intolerance,Lactose intolerance (disorder),Lactose intolerance, unspecified,Lactose malabsorption,Milk intolerance,Milk intolerance (disorder)",Lactose intolerance
348,C0851578,"Sleep disorder,Sleep disorder (disorder),Sleep disorder NOS,Sleep disorder, unspecified,Sleep disorders",Sleep disorder
349,C0155141,"Acute conjunctivitis,Acute conjunctivitis (disorder),Unspecified acute conjunctivitis",Acute conjunctivitis
350,C0039240,"SVT - Supraventricular tachycardia,Supraventricular tachycardia,Supraventricular tachycardia,Supraventricular tachycardia (disorder)",Supraventricular tachycardia
351,C0024299,"Lymphoma,Lymphoma,Lymphoma (clinical),Lymphoma NOS,Malignant lymphoma,Malignant lymphoma,Malignant lymphoma (clinical),Malignant lymphoma (disorder),Malignant lymphoma - category,Malignant lymphoma - category (morphologic abnormality),Malignant lymphoma NOS,Malignant lymphoma, no ICD-O subtype,Malignant lymphoma, no International Classification of Diseases for Oncology subtype,Malignant lymphoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality),Reticulolymphosarcoma",Malignant lymphoma
352,C0020502,"HPTH - Hyperparathyroidism,Hyperparathyroidism,Hyperparathyroidism (disorder),Hyperparathyroidism, unspecified",Hyperparathyroidism
353,C0031099,"Periodontitis,Periodontitis (disorder),Periodontitis NOS",Periodontitis
354,C3669043,"Intermittent hypertension,Intermittent hypertension (disorder)",Intermittent hypertension
355,C1720457,"Diabetes type 2 with nephropathy,Kidney disorder associated with type 2 diabetes mellitus,Renal disorder associated with type II diabetes mellitus,Renal disorder due to type 2 diabetes mellitus,Renal disorder due to type 2 diabetes mellitus (disorder)",Renal disorder due to type 2 diabetes mellitus
356,C1527351,"Nerve root disorder,Nerve root disorder (disorder)",Nerve root disorder
357,C0271083,"Atrophic age-related macular degeneration,Atrophic age-related macular degeneration,Atrophic senile macular retinal degeneration,Dry senile macular degeneration,Dry senile macular retinal degeneration,Geographic atrophy of the macula,Nonexudative age-related macular degeneration,Nonexudative age-related macular degeneration,Nonexudative age-related macular degeneration (disorder),Nonexudative senile macular degeneration,Nonexudative senile macular retinal degeneration,Nonneovascular age-related macular degeneration",Nonexudative age-related macular degeneration
358,C0033893,"Psychogenic headache,Psychogenic headache (finding),Stress headache,Tension headache,Tension headache NOS,Tension-type headache,Tension-type headache,Tension-type headache (disorder),Tension-type headache, unspecified",Tension-type headache
359,C0406085,"Cellulitis and abscess of lower leg,Cellulitis and abscess of lower leg (disorder)",Cellulitis and abscess of lower leg
360,C1298685,"Chronic pain syndrome,Chronic pain syndrome,Chronic pain syndrome (disorder)",Chronic pain syndrome
361,C0678189,"(Pure) hypercholesterolemia NOS,Hyperlipidaemia, group A,Hyperlipidemia, group A,Hyperlipidemia, group A (disorder),Pure hypercholesterolaemia,Pure hypercholesterolemia,Pure hypercholesterolemia,Pure hypercholesterolemia (disorder)",Pure hypercholesterolemia
362,C0264222,"AURTI - Acute upper respiratory tract infection,Acute URI,Acute upper respiratory infection,Acute upper respiratory infection (disorder),Acute upper respiratory infection, unspecified,Acute upper respiratory infections (J00-J06),Acute upper respiratory tract infection",Acute upper respiratory infection
363,C0001175,"AIDS,AIDS - Acquired immunodeficiency syndrome,Acquired immune deficiency syndrome,Acquired immune deficiency syndrome (AIDS),Acquired immune deficiency syndrome (disorder),Acquired immunodeficiency syndrome,Immunodeficiency due to human immunodeficiency virus infection,acquired immune deficiency syndrome [AIDS]",Acquired immune deficiency syndrome
364,C0795687,"CT - Cerebral thrombosis,Cerebral arterial thrombosis,Cerebral arterial thrombosis (disorder),Cerebral thrombosis,Thrombosis of cerebral arteries,thrombosis of cerebral artery",Cerebral arterial thrombosis
365,C0019158,"Hepatitis,Hepatitis NOS,Inflammatory disease of liver,Inflammatory disease of liver (disorder),Inflammatory disorder of liver,Inflammatory liver disease,Inflammatory liver disease, unspecified",Inflammatory disease of liver
366,C0009319,"Colitis,Colitis (disorder),Colitis NOS,Colon inflammation",Colitis
367,C0032993,"Post term pregnancy,Post-dates,Post-term pregnancy,Post-term pregnancy,Prolonged gestation,Prolonged pregnancy,Prolonged pregnancy,Prolonged pregnancy (disorder)",Prolonged pregnancy
368,C0024517,"Major depression, single episode,Major depression, single episode (disorder),Major depressive disorder, single episode,Major depressive disorder, single episode,Major depressive disorder, single episode, unspecified,single episode of major depression","Major depression, single episode"
369,C0024517,"Major depression, single episode,Major depression, single episode (disorder),Major depressive disorder, single episode,Major depressive disorder, single episode,Major depressive disorder, single episode, unspecified,single episode of major depression",Single major depressive episode
370,C0010380,"Acute obstructive laryngitis [croup],Croup,Croup (disorder),Croup syndrome",Croup
371,C0037293,"Achrochordon,Acrochordon,Cutaneous polyp,Cutaneous tag,Fibroepithelial papilloma,Fibroepithelial polyp,Fibroepithelial polyp (morphologic abnormality),SKT - Skin tag,Skin tag,Skin tag,Skin tag (disorder),Soft fibroma,Soft papilloma,Tag,Tag (morphologic abnormality)",Skin tag
372,C0524620,"Dysmetabolic syndrome X,Dysmetabolic syndrome X,Insulin resistance syndrome,Metabolic syndrome,Metabolic syndrome,Metabolic syndrome X,Metabolic syndrome X (disorder),Reaven's syndrome",Metabolic syndrome X
373,C0012814,"Diverticulitis of colon,Diverticulitis of colon (disorder)",Diverticulitis of colon
374,C0011884,"DR - Diabetic retinopathy,Diabetic retinopathy,Retinal abnormality - diabetes-related,Retinopathy co-occurrent and due to diabetes mellitus,Retinopathy co-occurrent and due to diabetes mellitus (disorder),Retinopathy due to diabetes mellitus",Retinopathy co-occurrent and due to diabetes mellitus
375,C0017612,"Glaucoma simplex,OAG - Open-angle glaucoma,Open angle glaucoma,Open cleft glaucoma,Open-angle glaucoma,Open-angle glaucoma,Open-angle glaucoma (disorder),Pigmentary glaucoma,Pigmentary glaucoma,Pigmentary glaucoma (disorder),Unspecified open-angle glaucoma,Wide-angle glaucoma",Open-angle glaucoma
376,C0021361,"Female infertility,Female infertility,Female infertility (disorder),Female infertility, unspecified",Female infertility
377,C0040213,"Chondrocostal junction syndrome [Tietze],Costal chondritis,Costal chondritis (disorder),Costochondral junction syndrome,Costochondritis,Costochondritis,Cyriax's syndrome,Peristernal perichondritis,Slipping rib syndrome,Tietze disease,Tietze's disease,Tietze's disease (disorder),Tietze's syndrome",Tietze's disease
378,C0040213,"Chondrocostal junction syndrome [Tietze],Costal chondritis,Costal chondritis (disorder),Costochondral junction syndrome,Costochondritis,Costochondritis,Cyriax's syndrome,Peristernal perichondritis,Slipping rib syndrome,Tietze disease,Tietze's disease,Tietze's disease (disorder),Tietze's syndrome",Costal chondritis
379,C0947622,"Cholecystolithiasis,GS - Gallstone,Gallbladder calculus,Gallbladder calculus (disorder),Gallbladder stones,Gallstone,Gallstones",Gallbladder calculus
380,C0338726,"Tobacco dependence in remission,Tobacco dependence in remission (disorder),Tobacco dependence, in remission",Tobacco dependence in remission
